months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_year,fraud_reported
196,41,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,0,3,NO,1,0,NO,Jeep,2009,N
253,43,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,9,1,NO,0,1,?,Chevrolet,2014,N
280,43,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,1,NO,0,2,?,Accura,2004,N
5,26,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,22,1,YES,1,3,?,Audi,2003,N
220,42,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,20,4,NO,0,2,YES,Honda,2005,N
85,30,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,9,3,YES,2,1,YES,Ford,2004,N
266,46,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,NC,5,1,NO,1,2,?,Toyota,2004,N
41,26,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,12,1,YES,1,1,?,Jeep,1997,N
316,45,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,6,3,NO,2,0,YES,Suburu,2013,N
285,47,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,SC,8,1,NO,1,1,NO,Ford,2013,N
379,54,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,14,1,?,0,1,NO,Jeep,2010,N
15,34,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,10,1,YES,1,3,?,BMW,2010,Y
354,48,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,12,1,?,2,3,YES,Chevrolet,1995,N
342,53,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,12,1,?,0,0,NO,Accura,2000,N
169,38,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,12,3,NO,1,3,YES,Mercedes,2012,N
339,49,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,None,SC,13,1,NO,0,3,NO,Mercedes,2009,N
259,42,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,17,3,NO,1,2,YES,Nissan,2006,N
65,23,OH,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,14,1,NO,1,0,YES,Accura,2005,Y
254,46,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,3,3,?,1,3,YES,Volkswagen,2004,N
440,55,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,18,3,YES,2,1,NO,Nissan,1995,N
478,63,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,2015-02-21,Parked Car,?,Minor Damage,None,VA,5,1,YES,1,3,NO,Dodge,2007,Y
230,44,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,19,1,NO,0,2,YES,BMW,2015,N
138,30,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,0,1,?,2,2,NO,Volkswagen,2011,N
239,41,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,NC,22,1,?,0,2,YES,Mercedes,2013,N
93,31,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,21,3,YES,1,3,NO,Saab,2014,N
37,25,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,4,3,YES,0,0,YES,Suburu,1996,N
254,40,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,10,1,YES,0,1,?,Honda,1996,Y
131,29,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,5,1,?,1,3,NO,Suburu,2003,N
230,43,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,13,1,?,0,2,?,Audi,2002,N
313,50,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,18,3,YES,2,1,YES,Ford,1995,Y
210,38,IN,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,6,1,?,1,2,NO,Accura,2008,N
101,29,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,0,3,?,2,1,?,BMW,1996,N
153,37,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,5,3,?,0,3,NO,Volkswagen,1999,N
337,53,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,8,1,YES,0,1,NO,Accura,2001,N
360,51,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,2015-01-30,Vehicle Theft,?,Minor Damage,Police,SC,5,1,YES,2,2,?,Dodge,2009,Y
428,53,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,9,1,YES,2,2,NO,Honda,2013,N
204,40,IL,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,10,3,YES,1,2,YES,Saab,2013,N
364,51,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,16,1,YES,2,1,NO,Volkswagen,2014,Y
185,35,IN,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,8,1,?,2,3,YES,Ford,2011,N
63,26,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,5,1,NO,0,2,YES,Accura,2004,N
210,35,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,11,3,NO,2,1,?,Saab,2006,Y
194,38,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,15,3,?,1,0,?,Toyota,2011,N
294,49,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,23,3,YES,1,1,YES,Chevrolet,2010,N
272,41,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,23,1,NO,0,0,NO,Ford,2009,Y
27,27,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,23,1,?,1,3,?,Ford,2008,N
251,39,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,10,1,YES,0,0,?,Dodge,1997,N
180,33,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,12,4,?,2,3,YES,Jeep,2002,N
392,50,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,4,1,NO,2,2,YES,Saab,2002,N
143,30,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,16,1,NO,2,0,YES,Toyota,2010,N
371,54,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,18,3,?,1,2,?,Ford,2010,Y
292,42,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,15,3,YES,1,1,NO,Chevrolet,2007,N
165,35,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,8,1,NO,1,3,YES,BMW,2008,N
158,33,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,4,3,NO,0,1,NO,Volkswagen,1998,N
241,39,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,20,3,NO,0,2,YES,Jeep,2010,N
103,33,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,1,3,NO,2,3,?,Dodge,2014,N
402,54,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,19,1,NO,0,2,YES,Mercedes,2013,Y
102,32,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,11,1,NO,1,0,NO,Chevrolet,2004,Y
182,40,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,13,1,YES,0,2,?,Audi,2008,N
282,46,OH,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,2,1,?,2,2,NO,BMW,2012,N
222,39,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,9,3,YES,2,1,?,Saab,1996,Y
415,52,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,15,2,YES,1,3,YES,Toyota,2003,N
51,34,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,23,1,?,2,3,NO,Honda,2007,Y
255,45,IL,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,16,1,NO,2,0,YES,Ford,2006,N
143,31,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,21,4,YES,2,0,?,Audi,1999,N
130,28,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,21,2,YES,2,1,NO,Ford,2010,N
242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,3,NO,0,1,?,Toyota,2009,N
96,27,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,4,1,?,1,2,NO,Nissan,2007,N
180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,None,OH,17,1,?,1,3,NO,Chevrolet,2000,N
150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,7,1,YES,1,3,YES,Volkswagen,2013,N
463,59,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,14,2,?,1,2,NO,Chevrolet,1999,Y
472,64,IN,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,13,1,NO,2,3,NO,Mercedes,2002,N
75,25,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,23,2,?,2,3,YES,Saab,2011,N
193,40,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,23,3,?,2,1,YES,Ford,1999,N
43,43,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,16,1,?,2,1,?,Honda,1996,Y
253,41,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,17,1,NO,2,0,?,Chevrolet,1995,N
152,30,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,9,1,YES,1,1,?,Toyota,2000,Y
160,38,OH,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,13,3,NO,2,1,YES,Mercedes,1996,N
56,36,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,13,1,YES,1,2,YES,Ford,2001,N
286,41,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,3,1,?,2,0,NO,Dodge,2003,N
3,29,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,PA,3,1,?,2,1,?,Mercedes,2008,Y
286,41,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,16,3,?,1,3,YES,Saab,2007,N
239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,12,3,NO,1,3,?,Saab,2003,N
64,29,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,4,1,?,1,2,NO,Nissan,2007,Y
98,31,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,3,1,?,2,0,?,Ford,1997,N
16,35,IL,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,0,1,NO,2,1,?,Volkswagen,2008,Y
70,27,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,19,1,NO,2,3,?,Toyota,2000,N
75,27,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,15,2,?,0,1,YES,Toyota,2008,N
246,44,OH,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,6,1,NO,1,0,NO,Accura,1997,N
110,27,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,3,1,?,0,3,?,Audi,2010,N
236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,NY,17,1,YES,0,0,?,Accura,2003,N
267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,4,4,NO,2,1,?,Volkswagen,1996,N
463,57,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,14,1,NO,2,0,YES,Dodge,1995,N
303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,3,NO,1,0,NO,Toyota,2006,N
137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,4,3,?,2,1,?,Chevrolet,2005,N
56,42,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,13,1,?,1,2,YES,BMW,1998,N
75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,23,3,NO,0,2,YES,Volkswagen,2003,N
131,33,IL,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,NY,3,1,?,0,1,NO,Toyota,2010,N
153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,0,3,?,1,0,NO,Nissan,2000,N
255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,14,2,?,2,2,?,Nissan,2007,Y
103,26,IL,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,14,2,NO,2,2,?,Volkswagen,2010,N
97,28,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,22,1,?,1,0,?,Jeep,2006,N
214,36,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,17,3,NO,0,3,?,Saab,2006,N
438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,14,1,?,0,0,NO,Volkswagen,2000,Y
87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,2,1,?,2,1,YES,Ford,1996,N
27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,4,1,?,2,0,?,Jeep,2012,N
206,42,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,2,1,?,1,1,NO,Saab,1997,Y
127,31,OH,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,2015-01-13,Parked Car,?,Minor Damage,None,SC,10,1,YES,1,0,NO,Nissan,1996,N
422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,11,1,YES,1,1,NO,Mercedes,1999,N
303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,1,4,YES,1,2,NO,Dodge,2010,N
228,40,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,2015-01-18,Parked Car,?,Trivial Damage,Police,WV,20,1,?,0,2,NO,Toyota,2010,N
239,39,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,10,1,NO,2,3,YES,BMW,2014,Y
330,47,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,20,2,?,0,2,YES,Ford,1999,Y
128,35,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,10,3,?,2,1,NO,Chevrolet,2008,N
147,37,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,2,2,NO,1,2,NO,Accura,2004,N
287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,19,1,NO,0,2,NO,Accura,2006,N
142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,10,1,YES,1,2,NO,Mercedes,1995,Y
162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,14,1,YES,0,3,YES,Toyota,2001,N
140,35,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,2015-01-21,Parked Car,?,Trivial Damage,None,SC,5,1,?,0,2,YES,Chevrolet,1997,Y
106,28,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,2015-01-18,Vehicle Theft,?,Minor Damage,Police,WV,8,1,YES,2,1,YES,Saab,1999,N
292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,2015-01-09,Vehicle Theft,?,Trivial Damage,Police,WV,4,1,NO,0,2,?,Suburu,1997,N
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,4,3,?,1,0,NO,Audi,1997,Y
290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,20,2,?,1,1,?,Nissan,2014,N
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,18,1,?,2,3,YES,Dodge,2005,N
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,0,3,NO,0,3,NO,Suburu,1998,N
143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,1,1,?,2,0,NO,Saab,1995,N
183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,17,1,NO,0,1,YES,Audi,2001,Y
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,23,1,?,2,2,?,Volkswagen,2009,N
249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,4,3,YES,2,1,YES,Honda,2014,N
169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,0,3,NO,2,3,?,Dodge,2004,N
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,11,1,NO,1,2,NO,Suburu,2003,N
